Season,Intercept,OtherAgriculture_Proximate,Impermeable_Proximate,SpeciesRichness_FM,log(ShannonDiversity_FM),TotalPlantCover_FM,df,logLik,AICc,delta,weight,BareSoil_Proximate,Weedy_Proximate,Alfalfa_MostDistant,Impermeable_MostDistant,log(AllAph + 1),Alfalfa_Intermediate,ShannonDiversity_Intermediate,Weedy_Intermediate,OtherAgriculture_Constant,ShannonDiversity_Constant
Fall,1.2710518443856207,NA,NA,NA,0.040571118790031786,NA,6,-114.33093844086781,242.44911092428882,6.534428224404792,0.00969991535661324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.2742913384565855,NA,NA,1.0630245867819366,-0.982295708259016,NA,7,-113.43702548343802,243.3088335755717,7.3941508756876715,0.00631075823719689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.2658843408575229,NA,NA,0.19394621036352408,NA,NA,7,-114.05890269272079,244.55258799413724,8.637905294253216,0.00338847044844661,NA,NA,NA,NA,NA,0.1364262805007581,NA,NA,NA,NA
Fall,1.2808345901340794,NA,NA,0.08802345287730708,NA,NA,7,-114.14958819644498,244.73395900158562,8.819276301701592,0.00309470665297818,NA,NA,NA,NA,NA,NA,0.083381832482537,NA,NA,NA
Fall,1.2846143591080537,NA,NA,NA,-0.02733449760793424,NA,7,-114.20047556629574,244.83573374128713,8.921051041403103,0.00294116496907494,NA,NA,NA,NA,NA,NA,0.12784099700702378,NA,NA,NA
Fall,1.2657451465886758,NA,NA,NA,0.11491930202806985,NA,7,-114.24566902671684,244.92612066212934,9.01143796224531,0.00281120239508147,NA,NA,NA,NA,NA,0.11537191395649948,NA,NA,NA,NA
Fall,-0.710663978790904,NA,NA,NA,NA,0.3149464296577068,7,-85.94131666929161,188.31741594727887,0,0.565768396479721,NA,NA,NA,NA,NA,NA,NA,0.8457502241504332,NA,NA
Fall,-0.6314148991579942,NA,NA,NA,NA,NA,6,-88.14875248798086,190.0847390185149,1.767323071236035,0.233813377555039,NA,NA,NA,NA,NA,NA,NA,0.7832867392588204,NA,NA
Fall,-0.6221813801421481,NA,NA,NA,-0.17310292147843875,NA,7,-87.66419548722087,191.7631735831374,3.445757635858513,0.101018733822527,NA,NA,NA,NA,NA,NA,NA,0.7342119724718111,NA,NA
Fall,-0.6297842794861892,NA,NA,-0.06618802625042307,NA,NA,7,-88.07887630834023,192.5925352253761,4.275119278097236,0.0667280338293712,NA,NA,NA,NA,NA,NA,NA,0.7699011848374602,NA,NA
Fall,-0.6242443310668471,NA,NA,NA,NA,NA,5,-92.4965990142198,196.2431980284396,7.925782081160719,0.010754171871738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.624286275336506,NA,NA,NA,-0.47425453067537965,NA,6,-91.80061972909792,197.38847350074903,9.071057553470155,0.00606573683205912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6433095447005238,NA,NA,1.8079153737324782,-2.224563019852154,NA,7,-90.72914477606489,197.89307216082543,9.575656213546551,0.00471315103638256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6223336648105694,NA,NA,-0.30601487038070807,NA,NA,6,-92.22081746790823,198.22886897836966,9.911453031090787,0.00398468509054322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6307153202611772,NA,NA,NA,NA,0.21077133901405,6,-92.36940055667333,198.52603515589985,10.208619208620973,0.00343451319530451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6352668306272417,NA,NA,NA,-0.5170825308296036,0.2832532980082078,7,-91.51881162795435,199.47240586460435,11.15498991732548,0.00213975180278214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6344693903918306,NA,NA,-0.44983228354977056,NA,0.37994749207866796,7,-91.82242574457281,200.07963409784128,11.762218150562404,0.00157944848453268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.8641523574076895,NA,NA,NA,NA,NA,6,-47.46339201540006,108.71401807335332,0,0.305175249060092,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7543024946756481
Fall,-0.6568025560189277,NA,NA,-0.8224469610456012,NA,NA,6,-48.706073060391745,111.19938016333668,2.4853620899833686,0.0880764470364657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.9022025337355767,NA,NA,NA,0.20034296212701194,NA,7,-47.407356736777494,111.24949608225063,2.5354780088973143,0.0858968531316609,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9188569552944819
Fall,-0.8752388416198867,NA,NA,NA,NA,-0.09243137123819131,7,-47.41270212317741,111.26018685505048,2.546168781697162,0.0854389262495661,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7626693109719873
Fall,-0.9588048067354179,NA,NA,NA,NA,NA,7,-47.44083123880089,111.31644508629742,2.602427012944105,0.0830690917470498,NA,NA,NA,NA,NA,NA,NA,NA,-0.186963722245059,-0.7399971229329961
Fall,-1.338238689529288,NA,NA,-0.8036627624101187,NA,NA,7,-47.44778199664786,111.33034660199138,2.616328528638064,0.0824937006245,NA,NA,NA,NA,NA,NA,NA,NA,-1.2760304453856486,NA
Fall,-0.8723104232920476,NA,NA,0.038454566723902954,NA,NA,7,-47.461251156782126,111.35728492225991,2.643266848906592,0.0813900292096947,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7854940868560218
Fall,-0.6617450526505708,NA,NA,NA,-0.782850356967592,NA,6,-49.08258602265525,111.9524060878637,3.2383880145103774,0.0604424813557824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-1.3236199539514064,NA,NA,NA,-0.7730224248779545,NA,7,-47.92267034936399,112.28012330742362,3.5661052340703066,0.0513073276748897,NA,NA,NA,NA,NA,NA,NA,NA,-1.220094791051862,NA
Fall,-0.6445456044571894,NA,NA,-0.8241697520103156,NA,0.1541900693704208,7,-48.578521639940135,113.59182588857593,4.87780781522261,0.0266285058656541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6561275500621769,NA,NA,-0.8888856934642486,0.06566179684454752,NA,7,-48.70386229736344,113.84250720342254,5.128489130069227,0.0234915700059642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6635473059515468,NA,NA,NA,-0.7841252975117464,-0.028415617056978544,7,-49.078207929912644,114.59119846852093,5.877180395167613,0.0161560727569772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.5549624111301672,NA,NA,NA,NA,NA,5,-52.80348818054557,116.85697636109114,8.142958287737827,0.00520389328869523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-1.2257558174206507,NA,NA,NA,NA,NA,6,-52.13327158303928,118.05377720863176,9.339759135278442,0.00286052916669935,NA,NA,NA,NA,NA,NA,NA,NA,-1.3238313297002877,NA
Fall,-0.5568085411222776,NA,NA,NA,NA,-0.10134513435276944,6,-52.77455569313907,119.33634542883134,10.62232735547802,0.00150639973273139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-1.289999697907073,NA,NA,NA,NA,-0.19695536062506327,7,-52.00793363808207,120.45064988485979,11.73663181150647,0.000862923093577393,NA,NA,NA,NA,NA,NA,NA,NA,-1.4458024277632868,NA
Fall,-0.1713404576578364,0.8313546942099175,NA,NA,NA,NA,7,-131.95800459973822,280.35079180817206,0,0.416408554534864,NA,NA,NA,NA,0.36282326209776555,NA,NA,NA,NA,NA
Fall,-0.42987865412198034,NA,NA,NA,NA,NA,6,-134.32008559468997,282.4274052319331,2.076613423761046,0.147430985103924,NA,NA,NA,NA,0.3028102413675901,NA,NA,NA,NA,NA
Fall,0.8242406174981759,NA,NA,1.8239487213351495,-2.213670558120802,NA,7,-133.52029123197178,283.4753650726392,3.1245732644671307,0.0873026003113495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.2950566456129634,NA,NA,NA,-0.29539077206087694,NA,7,-133.56390413330826,283.56259087531214,3.2117990671400776,0.0835769151167777,NA,NA,NA,NA,0.2726859736894545,NA,NA,NA,NA,NA
Fall,-0.4955599292529677,NA,NA,NA,NA,0.18560018249294094,7,-134.00628109505533,284.4473447988063,4.096552990634223,0.053698785520019,NA,NA,NA,NA,0.3149789741777606,NA,NA,NA,NA,NA
Fall,-0.36644439773013054,NA,NA,-0.1592187995710158,NA,NA,7,-134.10703626588634,284.6488551404683,4.298063332296238,0.048551991546125,NA,NA,NA,NA,0.2890356572220099,NA,NA,NA,NA,NA
Fall,0.8435171987265034,NA,NA,NA,NA,NA,5,-137.0773650356276,285.4047300712552,5.0539382630831255,0.0332713860234571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8544571792942679,NA,NA,NA,-0.4720803750867051,NA,6,-135.9563223618925,285.69987876633814,5.349086958166083,0.0287064949338687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.3839756926509752,1.013473581293939,NA,NA,NA,NA,6,-135.9576173987879,285.702468840129,5.3516770319569105,0.0286693430255297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8510380572567059,NA,NA,-0.3019572127540316,NA,NA,6,-136.66684283793907,287.1209197184313,6.770127910259248,0.0141060378978798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.203561706903608,0.6568349988724524,NA,NA,-0.29859902391098414,NA,7,-135.5412302741789,287.51724315705343,7.166451348881367,0.0115702969468814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.4054698902338412,1.0793175808059474,NA,NA,NA,0.23888363819655162,7,-135.5808511985698,287.59648500583523,7.245693197663172,0.0111208339524026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8413794408493355,NA,NA,NA,-0.5027552909557681,0.23943246057871892,7,-135.59976485699715,287.63431232268994,7.283520514517875,0.0109124749245986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8363119646779497,NA,NA,NA,NA,0.1760560832390271,6,-136.9450524468058,287.67733893616474,7.326547127992683,0.0106802187610356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.3376863284166374,0.9210424527576857,NA,-0.08677022738769528,NA,NA,7,-135.92134024210173,288.2774630928991,7.9266712847270355,0.00791160950399723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8385545643991306,NA,NA,-0.4209372018782689,NA,0.329510790873359,7,-136.1844247252503,288.8036320591962,8.452840251024156,0.0060814718972905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
